label_number,cost,epsilon,gamma,pearson,spearman
cancer,768,0.005,1e-6,0.9956707553399063,0.881591042307606
cancer,256,0.05,1e-6,0.9869521585994775,0.8640964682276254
cancer,384,0.05,1e-6,0.9875695406768578,0.8653661705459523
cancer,512,0.05,1e-6,0.9876528299972508,0.8654265000620941
cancer,768,0.05,1e-6,0.9878907512768615,0.8659769281158456
cancer,256,5e-5,1e-6,0.9954315640125532,0.8823456842314001
cancer,384,5e-5,1e-6,0.9957275268179226,0.8823263409713347
cancer,512,5e-5,1e-6,0.9958392530422103,0.8820474560831466
cancer,768,5e-5,1e-6,0.9958388585173682,0.8814161685089831
cancer,256,5e-4,1e-6,0.9954397229261358,0.8824366009060925
cancer,384,5e-4,1e-6,0.9956849740437131,0.8823824397779091
cancer,512,5e-4,1e-6,0.9958058265396169,0.8819673609064597
cancer,768,5e-4,1e-6,0.9957494132172301,0.8812956368673205
cancer,256,5e-6,1e-6,0.9954300928509976,0.882364839757919
cancer,384,5e-6,1e-6,0.9957194630212718,0.8823322813971294
cancer,512,5e-6,1e-6,0.995844199097167,0.882046249224633
cancer,768,5e-6,1e-6,0.9958119762406011,0.881279786792175
cancer,256,0.005,1e-5,0.9956039786751831,0.8813137397450248
cancer,384,0.005,1e-5,0.9953872586144731,0.8809298916899999
cancer,512,0.005,1e-5,0.9953269249653647,0.8806897134362514
cancer,768,0.005,1e-5,0.9952979834814623,0.8803599058235584
cancer,256,0.05,1e-5,0.9883285667962645,0.8648910303491422
cancer,384,0.05,1e-5,0.9883285667962645,0.8648910303491422
cancer,512,0.05,1e-5,0.9883285667962645,0.8648910303491422
cancer,768,0.05,1e-5,0.9883285667962645,0.8648910303491422
cancer,256,5e-5,1e-5,0.994711914684218,0.879390342512798
cancer,384,5e-5,1e-5,0.9943849657244308,0.8790112548441325
cancer,512,5e-5,1e-5,0.9942083863208052,0.8788889330290081
cancer,768,5e-5,1e-5,0.9938392386597941,0.87871329488666
cancer,256,5e-4,1e-5,0.9949467476531961,0.8799502108820336
cancer,384,5e-4,1e-5,0.9945918174058851,0.8796546311177408
cancer,512,5e-4,1e-5,0.9943586422039904,0.8789158660881701
cancer,768,5e-4,1e-5,0.9938081406915038,0.8785211428969838
cancer,256,5e-6,1e-5,0.9946750886211586,0.8792791573198464
cancer,384,5e-6,1e-5,0.9943905413025934,0.8789783076067106
cancer,512,5e-6,1e-5,0.9942410831968914,0.8789246694505499
cancer,768,5e-6,1e-5,0.9938246648122147,0.8785728970129092
cancer,256,0.005,1e-4,0.9957085507995272,0.8810514826852467
cancer,384,0.005,1e-4,0.9957085507995272,0.8810514826852467
cancer,512,0.005,1e-4,0.9957085507995272,0.8810514826852467
cancer,768,0.005,1e-4,0.9957085507995272,0.8810514826852467
cancer,256,0.05,1e-4,0.989028796455831,0.8637389028691193
cancer,384,0.05,1e-4,0.989028796455831,0.8637389028691193
cancer,512,0.05,1e-4,0.989028796455831,0.8637389028691193
cancer,768,0.05,1e-4,0.989028796455831,0.8637389028691193
cancer,256,5e-5,1e-4,0.9928539764682947,0.8756668755788969
cancer,384,5e-5,1e-4,0.9922132569845684,0.8745019822177078
cancer,512,5e-5,1e-4,0.9914481856073553,0.8732900146697182
cancer,768,5e-5,1e-4,0.9902744110352868,0.8710894824941483
cancer,256,5e-4,1e-4,0.9936730163503565,0.877827561309209
cancer,384,5e-4,1e-4,0.9933939901554331,0.8771860221424492
cancer,512,5e-4,1e-4,0.99314203798354594,0.8771221323936923
cancer,768,5e-4,1e-4,0.9928501657613166,0.8768900333872155
cancer,256,5e-6,1e-4,0.9928916826083173,0.8755438832868204
cancer,384,5e-6,1e-4,0.9921820203486565,0.874297071051635
cancer,512,5e-6,1e-4,0.9914635270845641,0.8731090194165235
cancer,768,5e-6,1e-4,0.9899309332692988,0.8708829085452344
cancer,256,0.005,0.001,0.9957379873464468,0.8799904462039237
cancer,384,0.005,0.001,0.9957379873464468,0.8799904462039237
cancer,512,0.005,0.001,0.9957379873464468,0.8799904462039237
cancer,768,0.005,0.001,0.9957379873464468,0.8799904462039237
cancer,256,0.05,0.001,0.9890059645709016,0.8558769504727933
cancer,384,0.05,0.001,0.9890059645709016,0.8558769504727933
cancer,512,0.05,0.001,0.9890059645709016,0.8558769504727933
cancer,768,0.05,0.001,0.9890059645709016,0.8558769504727933
cancer,256,5e-5,0.001,0.9942127172809043,0.8782162770269054
cancer,384,5e-5,0.001,0.9942127172809043,0.8782162770269054
cancer,512,5e-5,0.001,0.9942127172809043,0.8782162770269054
cancer,768,5e-5,0.001,0.9942127172809043,0.8782162770269054
cancer,256,5e-4,0.001,0.9947490030821201,0.8793460575101177
cancer,384,5e-4,0.001,0.9947490030821201,0.8793460575101177
cancer,512,5e-4,0.001,0.9947490030821201,0.8793460575101177
cancer,768,5e-4,0.001,0.9947490030821201,0.8793460575101177
cancer,256,5e-6,0.001,0.9941478014185572,0.8780189757742379
cancer,384,5e-6,0.001,0.9941478014185572,0.8780189757742379
cancer,512,5e-6,0.001,0.9941478014185572,0.8780189757742379
cancer,768,5e-6,0.001,0.9941478014185572,0.8780189757742379
fibroblasts,256,0.005,1e-8,0.9934308948962549,0.8507168716550343
fibroblasts,384,0.005,1e-8,0.9943447523970833,0.8535570431849475
fibroblasts,512,0.005,1e-8,0.9947352524445593,0.8551142616439658
fibroblasts,768,0.005,1e-8,0.9950728885091437,0.8563015820281069
fibroblasts,256,0.05,1e-8,0.9839058208969729,0.8294800680147318
fibroblasts,384,0.05,1e-8,0.9859309381360785,0.8333344176074413
fibroblasts,512,0.05,1e-8,0.9869625154343047,0.8353914936984506
fibroblasts,768,0.05,1e-8,0.9878830534598717,0.8373396258442714
fibroblasts,256,5e-5,1e-8,0.9937522656997642,0.8517120287383476
fibroblasts,384,5e-5,1e-8,0.9946101941696279,0.8545905095491001
fibroblasts,512,5e-5,1e-8,0.9950035454499399,0.856073762101957
fibroblasts,768,5e-5,1e-8,0.9953012102416431,0.8575207754048948
fibroblasts,256,5e-4,1e-8,0.9937309056705053,0.8516337308469492
fibroblasts,384,5e-4,1e-8,0.9946142648666424,0.8545878980200252
fibroblasts,512,5e-4,1e-8,0.9949980555890886,0.8561108238807184
fibroblasts,768,5e-4,1e-8,0.9953005471067565,0.8574290840021778
fibroblasts,256,5e-6,1e-8,0.9937495049985141,0.8516977235908952
fibroblasts,384,5e-6,1e-8,0.9946041663524444,0.8545875415908601
fibroblasts,512,5e-6,1e-8,0.9950102834554119,0.8560896985982802
fibroblasts,768,5e-6,1e-8,0.9953070578555029,0.8576030625611794
fibroblasts,256,0.005,1e-7,0.9957871673381029,0.8583222475090216
fibroblasts,384,0.005,1e-7,0.9960004804074821,0.8588774750409267
fibroblasts,512,0.005,1e-7,0.996149940212287,0.8590880081525702
fibroblasts,768,0.005,1e-7,0.9963174209971719,0.8591437276272422
fibroblasts,256,0.05,1e-7,0.9901698225317858,0.8426197195149331
fibroblasts,384,0.05,1e-7,0.9907948049947012,0.8440148655199446
fibroblasts,512,0.05,1e-7,0.9914090373285801,0.8455682729286592
fibroblasts,768,0.05,1e-7,0.9916509577376392,0.8461468808429121
fibroblasts,256,5e-5,1e-7,0.996022168036122,0.8599747627888499
fibroblasts,384,5e-5,1e-7,0.9962744656118881,0.8603918740192861
fibroblasts,512,5e-5,1e-7,0.9964353181184248,0.8604270576905237
fibroblasts,768,5e-5,1e-7,0.9966272033825012,0.8603880698233894
fibroblasts,256,5e-4,1e-7,0.9960090806712273,0.8599956618758563
fibroblasts,384,5e-4,1e-7,0.9962492749249834,0.8602608520290835
fibroblasts,512,5e-4,1e-7,0.9964352043519294,0.8603438520436983
fibroblasts,768,5e-4,1e-7,0.9966548314269218,0.8604767932678665
fibroblasts,256,5e-6,1e-7,0.9960271531675023,0.8600109677667337
fibroblasts,384,5e-6,1e-7,0.9962781879013327,0.8604140754436264
fibroblasts,512,5e-6,1e-7,0.9964343338849806,0.8604218003603388
fibroblasts,768,5e-6,1e-7,0.99665486409102,0.8604940800823729
fibroblasts,256,0.005,1e-6,0.9967103795774537,0.8590457781509152
fibroblasts,384,0.005,1e-6,0.9967787110165619,0.858913145375063
fibroblasts,512,0.005,1e-6,0.9968410712932751,0.8588842746126913
fibroblasts,768,0.005,1e-6,0.9968782998762733,0.8584988307426913
fibroblasts,256,0.05,1e-6,0.9934782367401964,0.8505936294168004
fibroblasts,384,0.05,1e-6,0.9938895982191879,0.851589204618942
fibroblasts,512,0.05,1e-6,0.9938706885856248,0.8515337867381789
fibroblasts,768,0.05,1e-6,0.9938706885856248,0.8515337867381789
fibroblasts,256,5e-5,1e-6,0.9968623491921171,0.8587700322108759
fibroblasts,384,5e-5,1e-6,0.9967692857109255,0.8579680323174084
fibroblasts,512,5e-5,1e-6,0.9966570436950549,0.857539960890146
fibroblasts,768,5e-5,1e-6,0.996484531761151,0.8568578171578439
fibroblasts,256,5e-4,1e-6,0.9968366821362963,0.8590039114328323
fibroblasts,384,5e-4,1e-6,0.9967298687562438,0.8582551085922531
fibroblasts,512,5e-4,1e-6,0.9966401822394219,0.8576358334811458
fibroblasts,768,5e-4,1e-6,0.9965576122951955,0.8572181190628918
fibroblasts,256,5e-6,1e-6,0.9968624943268692,0.8587335599111182
fibroblasts,384,5e-6,1e-6,0.9967586146377984,0.857954028763865
fibroblasts,512,5e-6,1e-6,0.9966577242552722,0.8576065788719811
fibroblasts,768,5e-6,1e-6,0.9965094085719512,0.8567789777682909
fibroblasts,256,0.005,1e-5,0.9970064160770115,0.8579576204731437
fibroblasts,384,0.005,1e-5,0.9969943483758644,0.8579912756116158
fibroblasts,512,0.005,1e-5,0.9970096687220115,0.8580217982860794
fibroblasts,768,0.005,1e-5,0.9970096687220115,0.8580217982860794
fibroblasts,256,0.05,1e-5,0.9938450765664717,0.8513037734017823
fibroblasts,384,0.05,1e-5,0.9938450765664717,0.8513037734017823
fibroblasts,512,0.05,1e-5,0.9938450765664717,0.8513037734017823
fibroblasts,768,0.05,1e-5,0.9938450765664717,0.8513037734017823
fibroblasts,256,5e-5,1e-5,0.9961065907467254,0.8546718439428088
fibroblasts,384,5e-5,1e-5,0.9959057099285117,0.8537871799006707
fibroblasts,512,5e-5,1e-5,0.9958228275735181,0.8534963062843364
fibroblasts,768,5e-5,1e-5,0.995746901496611,0.8536202202544583
fibroblasts,256,5e-4,1e-5,0.9964322942630547,0.8555605863571244
fibroblasts,384,5e-4,1e-5,0.9962491098973875,0.8548554049628256
fibroblasts,512,5e-4,1e-5,0.9961125244356807,0.8544074968816451
fibroblasts,768,5e-4,1e-5,0.996002677681197,0.8539604661645631
fibroblasts,256,5e-6,1e-5,0.9961422681733544,0.8548216812802834
fibroblasts,384,5e-6,1e-5,0.9958684325990912,0.8535688396194303
fibroblasts,512,5e-6,1e-5,0.9958682319508114,0.8535439238499097
fibroblasts,768,5e-6,1e-5,0.9956788434712025,0.8535176440533921
fibroblasts,256,0.005,1e-4,0.9971972127008251,0.8584729142297457
fibroblasts,384,0.005,1e-4,0.9971972127008251,0.8584729142297457
fibroblasts,512,0.005,1e-4,0.9971972127008251,0.8584729142297457
fibroblasts,768,0.005,1e-4,0.9971972127008251,0.8584729142297457
fibroblasts,256,0.05,1e-4,0.9939653776287067,0.8484357729793646
fibroblasts,384,0.05,1e-4,0.9939653776287067,0.8484357729793646
fibroblasts,512,0.05,1e-4,0.9939653776287067,0.8484357729793646
fibroblasts,768,0.05,1e-4,0.9939653776287067,0.8484357729793646
fibroblasts,256,5e-5,1e-4,0.9953493672096536,0.8520450295402316
fibroblasts,384,5e-5,1e-4,0.9952301777553985,0.8512837996597237
fibroblasts,512,5e-5,1e-4,0.9950680498647224,0.8506484441097457
fibroblasts,768,5e-5,1e-4,0.994622352765083,0.8493098880890977
fibroblasts,256,5e-4,1e-4,0.9961273466615816,0.8545120540063402
fibroblasts,384,5e-4,1e-4,0.9961177872534315,0.8544953635252446
fibroblasts,512,5e-4,1e-4,0.9960936847631843,0.8544091899201792
fibroblasts,768,5e-4,1e-4,0.9960974430247945,0.8544919431761412
fibroblasts,256,5e-6,1e-4,0.9952038885895284,0.8516262938153315
fibroblasts,384,5e-6,1e-4,0.994989143812798,0.8505070102752786
fibroblasts,512,5e-6,1e-4,0.9948636783549137,0.8502309353237024
fibroblasts,768,5e-6,1e-4,0.9945202839650766,0.8493200668835237
fibroblasts,256,0.005,0.001,0.996463924667441,0.8562675293340276
fibroblasts,384,0.005,0.001,0.996463924667441,0.8562675293340276
fibroblasts,512,0.005,0.001,0.996463924667441,0.8562675293340276
fibroblasts,768,0.005,0.001,0.996463924667441,0.8562675293340276
fibroblasts,256,0.05,0.001,0.9905022901074945,0.8152138398854076
fibroblasts,384,0.05,0.001,0.9905022901074945,0.8152138398854076
fibroblasts,512,0.05,0.001,0.9905022901074945,0.8152138398854076
fibroblasts,768,0.05,0.001,0.9905022901074945,0.8152138398854076
fibroblasts,256,5e-5,0.001,0.9958119520563093,0.8538839709822111
fibroblasts,384,5e-5,0.001,0.9958119520563093,0.8538839709822111
fibroblasts,512,5e-5,0.001,0.9958119520563093,0.8538839709822111
fibroblasts,768,5e-5,0.001,0.9958119520563093,0.8538839709822111
fibroblasts,256,5e-4,0.001,0.9961110980641933,0.8550360665686725
fibroblasts,384,5e-4,0.001,0.9961110980641933,0.8550360665686725
fibroblasts,512,5e-4,0.001,0.9961110980641933,0.8550360665686725
fibroblasts,768,5e-4,0.001,0.9961110980641933,0.8550360665686725
fibroblasts,256,5e-6,0.001,0.995768232941547,0.8536680914330914
fibroblasts,384,5e-6,0.001,0.995768232941547,0.8536680914330914
fibroblasts,512,5e-6,0.001,0.995768232941547,0.8536680914330914
fibroblasts,768,5e-6,0.001,0.995768232941547,0.8536680914330914
endothelial.cells,256,0.005,1e-8,0.9975640828636985,0.8791663687393576
endothelial.cells,384,0.005,1e-8,0.9983412437204624,0.8823540375681508
endothelial.cells,512,0.005,1e-8,0.9985376394513438,0.8830699586479077
endothelial.cells,768,0.005,1e-8,0.9987463839030606,0.8836439516320872
endothelial.cells,256,0.05,1e-8,0.983272672193945,0.8478803676805733
endothelial.cells,384,0.05,1e-8,0.9876074195695695,0.8563485639610885
endothelial.cells,512,0.05,1e-8,0.9903872276118926,0.8619506447218523
endothelial.cells,768,0.05,1e-8,0.99219729926036,0.8659338834674428
endothelial.cells,256,5e-5,1e-8,0.99803066361902,0.8809414289076951
endothelial.cells,384,5e-5,1e-8,0.9985785257834559,0.8832817027242656
endothelial.cells,512,5e-5,1e-8,0.9987368488187439,0.8837946995836232
endothelial.cells,768,5e-5,1e-8,0.9989430603535893,0.8840176541966511
endothelial.cells,256,5e-4,1e-8,0.9980158921038811,0.8808409527844556
endothelial.cells,384,5e-4,1e-8,0.998570138261936,0.8831775797999406
endothelial.cells,512,5e-4,1e-8,0.9987358485676822,0.8837620539605731
endothelial.cells,768,5e-4,1e-8,0.998930270916218,0.8839809835857363
endothelial.cells,256,5e-6,1e-8,0.9980302021766477,0.8809262474098432
endothelial.cells,384,5e-6,1e-8,0.9985756896193064,0.8832715727212505
endothelial.cells,512,5e-6,1e-8,0.9987343461876669,0.8837889457419106
endothelial.cells,768,5e-6,1e-8,0.998940700474155,0.8840252854655892
endothelial.cells,256,0.005,1e-7,0.9991010478729386,0.884275591086758
endothelial.cells,384,0.005,1e-7,0.9991697266944818,0.8843395316657896
endothelial.cells,512,0.005,1e-7,0.9992093270792499,0.8845111609302075
endothelial.cells,768,0.005,1e-7,0.999249120949995,0.8846101918396835
endothelial.cells,256,0.05,1e-7,0.9935957948792477,0.8694495888072079
endothelial.cells,384,0.05,1e-7,0.9938663842242405,0.870061805669431
endothelial.cells,512,0.05,1e-7,0.994344228600328,0.8709458037592153
endothelial.cells,768,0.05,1e-7,0.9944236828178196,0.8712744345636972
endothelial.cells,256,5e-5,1e-7,0.9992482410187109,0.8842003319176909
endothelial.cells,384,5e-5,1e-7,0.9992926927982276,0.8842213212839383
endothelial.cells,512,5e-5,1e-7,0.9993128945426648,0.8842293037263141
endothelial.cells,768,5e-5,1e-7,0.9993291847941869,0.8843653159001308
endothelial.cells,256,5e-4,1e-7,0.9992286400453019,0.8841364318586714
endothelial.cells,384,5e-4,1e-7,0.9992856652065245,0.8842443636641301
endothelial.cells,512,5e-4,1e-7,0.9993069832723823,0.8843697055681041
endothelial.cells,768,5e-4,1e-7,0.9993319800525271,0.8843126128711106
endothelial.cells,256,5e-6,1e-7,0.9992426341636322,0.8841687263082836
endothelial.cells,384,5e-6,1e-7,0.9992980708465694,0.8842393661959759
endothelial.cells,512,5e-6,1e-7,0.9993147171728773,0.8842816150618844
endothelial.cells,768,5e-6,1e-7,0.9993434390949464,0.8845004636470235
endothelial.cells,256,0.005,1e-6,0.9992847424716487,0.884680440033926
endothelial.cells,384,0.005,1e-6,0.9993074968150765,0.8847342506099425
endothelial.cells,512,0.005,1e-6,0.999308501875213,0.8846935009844802
endothelial.cells,768,0.005,1e-6,0.9992944040370323,0.8845717383482382
endothelial.cells,256,0.05,1e-6,0.9947423347532433,0.8717196954695602
endothelial.cells,384,0.05,1e-6,0.9947593777890974,0.8717532865595584
endothelial.cells,512,0.05,1e-6,0.9947485800803554,0.8717522330392448
endothelial.cells,768,0.05,1e-6,0.9947485800803554,0.8717522330392448
endothelial.cells,256,5e-5,1e-6,0.9993015681894977,0.8838711473397107
endothelial.cells,384,5e-5,1e-6,0.9992689455516454,0.8837619459072076
endothelial.cells,512,5e-5,1e-6,0.9992292678838115,0.8837449680221542
endothelial.cells,768,5e-5,1e-6,0.9992026976062659,0.8834889760926262
endothelial.cells,256,5e-4,1e-6,0.9993314193380987,0.8840787043481557
endothelial.cells,384,5e-4,1e-6,0.9992976050171496,0.8838125689089419
endothelial.cells,512,5e-4,1e-6,0.9992470663240697,0.8835461228163022
endothelial.cells,768,5e-4,1e-6,0.9991860689177887,0.8833084864522377
endothelial.cells,256,5e-6,1e-6,0.9993021526819432,0.8838885844515675
endothelial.cells,384,5e-6,1e-6,0.999253243547195,0.8836889288454743
endothelial.cells,512,5e-6,1e-6,0.9992226453767383,0.8837391601537589
endothelial.cells,768,5e-6,1e-6,0.9991975805827437,0.88361726245081
endothelial.cells,256,0.005,1e-5,0.9993065861208053,0.884447085284469
endothelial.cells,384,0.005,1e-5,0.9993065861208053,0.884447085284469
endothelial.cells,512,0.005,1e-5,0.9993065861208053,0.884447085284469
endothelial.cells,768,0.005,1e-5,0.9993065861208053,0.884447085284469
endothelial.cells,256,0.05,1e-5,0.9947287876677332,0.8708548093187979
endothelial.cells,384,0.05,1e-5,0.9947287876677332,0.8708548093187979
endothelial.cells,512,0.05,1e-5,0.9947287876677332,0.8708548093187979
endothelial.cells,768,0.05,1e-5,0.9947287876677332,0.8708548093187979
endothelial.cells,256,5e-5,1e-5,0.9989063700137528,0.8824132778257834
endothelial.cells,384,5e-5,1e-5,0.9988346955070061,0.8821582988965568
endothelial.cells,512,5e-5,1e-5,0.9987463926305503,0.8815324943236228
endothelial.cells,768,5e-5,1e-5,0.9987397895768,0.8813421042936207
endothelial.cells,256,5e-4,1e-5,0.99911323448118,0.8832292022953058
endothelial.cells,384,5e-4,1e-5,0.9990880817468019,0.88318739914953
endothelial.cells,512,5e-4,1e-5,0.9990665451397535,0.8831145171545037
endothelial.cells,768,5e-4,1e-5,0.9990206199719807,0.8828248395882826
endothelial.cells,256,5e-6,1e-5,0.9988889280896561,0.882478812191956
endothelial.cells,384,5e-6,1e-5,0.9987575403596227,0.8818497119913743
endothelial.cells,512,5e-6,1e-5,0.9987962131903864,0.8820108060526564
endothelial.cells,768,5e-6,1e-5,0.9985307204463414,0.8811955028899856
endothelial.cells,256,0.005,1e-4,0.9992937884559658,0.8841467104350641
endothelial.cells,384,0.005,1e-4,0.9992937884559658,0.8841467104350641
endothelial.cells,512,0.005,1e-4,0.9992937884559658,0.8841467104350641
endothelial.cells,768,0.005,1e-4,0.9992937884559658,0.8841467104350641
endothelial.cells,256,0.05,1e-4,0.9952932805190218,0.8705629166585842
endothelial.cells,384,0.05,1e-4,0.9952932805190218,0.8705629166585842
endothelial.cells,512,0.05,1e-4,0.9952932805190218,0.8705629166585842
endothelial.cells,768,0.05,1e-4,0.9952932805190218,0.8705629166585842
endothelial.cells,256,5e-5,1e-4,0.9988820195732323,0.8825853798236754
endothelial.cells,384,5e-5,1e-4,0.9988314476084411,0.8824580119190983
endothelial.cells,512,5e-5,1e-4,0.9988185295088801,0.8823102354351133
endothelial.cells,768,5e-5,1e-4,0.9988047232310839,0.8821782752625027
endothelial.cells,256,5e-4,1e-4,0.9990788142962158,0.882801837728103
endothelial.cells,384,5e-4,1e-4,0.9990788142962158,0.882801837728103
endothelial.cells,512,5e-4,1e-4,0.9990788142962158,0.882801837728103
endothelial.cells,768,5e-4,1e-4,0.9990788142962158,0.882801837728103
endothelial.cells,256,5e-6,1e-4,0.9988455581804067,0.8824099551847945
endothelial.cells,384,5e-6,1e-4,0.9987329894184632,0.8821476488867204
endothelial.cells,512,5e-6,1e-4,0.9986288283896849,0.8818844443950455
endothelial.cells,768,5e-6,1e-4,0.9984234119485117,0.8814839175824973
endothelial.cells,256,0.005,0.001,0.9985833916088374,0.880018025106182
endothelial.cells,384,0.005,0.001,0.9985833916088374,0.880018025106182
endothelial.cells,512,0.005,0.001,0.9985833916088374,0.880018025106182
endothelial.cells,768,0.005,0.001,0.9985833916088374,0.880018025106182
endothelial.cells,256,0.05,0.001,0.9919846919968588,0.8431236491780937
endothelial.cells,384,0.05,0.001,0.9919846919968588,0.8431236491780937
endothelial.cells,512,0.05,0.001,0.9919846919968588,0.8431236491780937
endothelial.cells,768,0.05,0.001,0.9919846919968588,0.8431236491780937
endothelial.cells,256,5e-5,0.001,0.998989511757067,0.8822282972173916
endothelial.cells,384,5e-5,0.001,0.998989511757067,0.8822282972173916
endothelial.cells,512,5e-5,0.001,0.998989511757067,0.8822282972173916
endothelial.cells,768,5e-5,0.001,0.998989511757067,0.8822282972173916
endothelial.cells,256,5e-4,0.001,0.9989986464928908,0.8821125855696172
endothelial.cells,384,5e-4,0.001,0.9989986464928908,0.8821125855696172
endothelial.cells,512,5e-4,0.001,0.9989986464928908,0.8821125855696172
endothelial.cells,768,5e-4,0.001,0.9989986464928908,0.8821125855696172
endothelial.cells,256,5e-6,0.001,0.9989980095693648,0.8824154051264166
endothelial.cells,384,5e-6,0.001,0.9989980095693648,0.8824154051264166
endothelial.cells,512,5e-6,0.001,0.9989980095693648,0.8824154051264166
endothelial.cells,768,5e-6,0.001,0.9989980095693648,0.8824154051264166
