label_number,cost,epsilon,gamma,pearson,spearman
monocytic.lineage,384,5e-4,1e-8,0.9844721262206398,0.8660126288300397
monocytic.lineage,512,5e-4,1e-8,0.9855501297103043,0.8682527434319256
monocytic.lineage,768,5e-4,1e-8,0.9868234647593775,0.8702080061703422
monocytic.lineage,256,5e-6,1e-8,0.9804424664876332,0.8575531395775737
monocytic.lineage,384,5e-6,1e-8,0.9844613634855354,0.8659444279634828
monocytic.lineage,512,5e-6,1e-8,0.9855625378306275,0.868251162329962
monocytic.lineage,768,5e-6,1e-8,0.9868097052877982,0.8701214324986892
monocytic.lineage,256,0.005,1e-7,0.9910328484706934,0.876220383218699
monocytic.lineage,384,0.005,1e-7,0.9924205909042854,0.87834296924129
monocytic.lineage,512,0.005,1e-7,0.9932432419894944,0.8796348829858346
monocytic.lineage,768,0.005,1e-7,0.994220578296452,0.8812991762637326
monocytic.lineage,256,0.05,1e-7,0.9840342053217349,0.8621794505944138
monocytic.lineage,384,0.05,1e-7,0.9850286294489755,0.8635375771532573
monocytic.lineage,512,0.05,1e-7,0.9859344586321918,0.8647958808062716
monocytic.lineage,768,0.05,1e-7,0.9871246407342568,0.8666189047129468
monocytic.lineage,256,5e-5,1e-7,0.9913041121715169,0.8770209211610086
monocytic.lineage,384,5e-5,1e-7,0.9928049725839021,0.8791665966093211
monocytic.lineage,512,5e-5,1e-7,0.9935642160858796,0.8804881043129822
monocytic.lineage,768,5e-5,1e-7,0.994419896824106,0.8819904914155433
monocytic.lineage,256,5e-4,1e-7,0.9913283627481085,0.8770822305578254
monocytic.lineage,384,5e-4,1e-7,0.9928245275184747,0.8791829480055777
monocytic.lineage,512,5e-4,1e-7,0.9935614884416499,0.8805186122424318
monocytic.lineage,768,5e-4,1e-7,0.9943833316419527,0.8819904847442269
monocytic.lineage,256,5e-6,1e-7,0.9913025277557923,0.8770210679299673
monocytic.lineage,384,5e-6,1e-7,0.9927973331594876,0.8791183763350893
monocytic.lineage,512,5e-6,1e-7,0.9935721162693218,0.8804746616106333
monocytic.lineage,768,5e-6,1e-7,0.9944040538506269,0.8819555270468038
monocytic.lineage,256,0.005,1e-6,0.9952278961130655,0.8828420248996663
monocytic.lineage,384,0.005,1e-6,0.9953133196508097,0.8829586995504747
monocytic.lineage,512,0.005,1e-6,0.9955086389238348,0.8834004340881056
monocytic.lineage,768,0.005,1e-6,0.9955169716897393,0.8835783714365166
monocytic.lineage,256,0.05,1e-6,0.9900010148196656,0.8719153427810219
monocytic.lineage,384,0.05,1e-6,0.9907105203496238,0.8728007331953784
monocytic.lineage,512,0.05,1e-6,0.9910481292416881,0.8734793795175313
monocytic.lineage,768,0.05,1e-6,0.9911106188175784,0.8723427006320215
monocytic.lineage,256,5e-5,1e-6,0.9955339315872839,0.8840839838277403
monocytic.lineage,384,5e-5,1e-6,0.9955833620058883,0.8846457753735448
monocytic.lineage,512,5e-5,1e-6,0.9955382154765974,0.8846144135156084
monocytic.lineage,768,5e-5,1e-6,0.9956228503406116,0.884867056263971
monocytic.lineage,256,5e-4,1e-6,0.9954884682597963,0.8839185018268655
monocytic.lineage,384,5e-4,1e-6,0.995551829162384,0.8845946397340887
monocytic.lineage,512,5e-4,1e-6,0.9956256131000467,0.8848538537290089
monocytic.lineage,768,5e-4,1e-6,0.9956765647394507,0.8848343401288251
monocytic.lineage,256,5e-6,1e-6,0.9955417777233544,0.8841028169536613
monocytic.lineage,384,5e-6,1e-6,0.9955908625729841,0.8846782513413036
monocytic.lineage,512,5e-6,1e-6,0.9955509396361786,0.8846310651210986
monocytic.lineage,768,5e-6,1e-6,0.995625798246443,0.8848857226069843
monocytic.lineage,256,0.005,1e-5,0.9954600985583852,0.8839514714720308
monocytic.lineage,384,0.005,1e-5,0.9955581688240794,0.883570632709606
monocytic.lineage,512,0.005,1e-5,0.9955226687724466,0.8830093948830549
monocytic.lineage,768,0.005,1e-5,0.9955055442956946,0.8824582307441199
monocytic.lineage,256,0.05,1e-5,0.9912911059914614,0.8720876762237391
monocytic.lineage,384,0.05,1e-5,0.9912911059914614,0.8720876762237391
monocytic.lineage,512,0.05,1e-5,0.9912911059914614,0.8720876762237391
monocytic.lineage,768,0.05,1e-5,0.9912911059914614,0.8720876762237391
monocytic.lineage,256,5e-5,1e-5,0.9952425942316567,0.8831434549841466
monocytic.lineage,384,5e-5,1e-5,0.9945053822817247,0.8811298449133514
monocytic.lineage,512,5e-5,1e-5,0.9938062940867182,0.8794850719069532
monocytic.lineage,768,5e-5,1e-5,0.9932150437187655,0.8778453757722613
monocytic.lineage,256,5e-4,1e-5,0.9952705212610361,0.8834965410707544
monocytic.lineage,384,5e-4,1e-5,0.9946625317746298,0.8817232584984279
monocytic.lineage,512,5e-4,1e-5,0.9939717466395824,0.8799433513090136
monocytic.lineage,768,5e-4,1e-5,0.9930258651833033,0.877779089573483
monocytic.lineage,256,5e-6,1e-5,0.9952708554916887,0.8831453563092927
monocytic.lineage,384,5e-6,1e-5,0.9944703979170393,0.8810123430193215
monocytic.lineage,512,5e-6,1e-5,0.9937684964717329,0.8794501475661115
monocytic.lineage,768,5e-6,1e-5,0.9932631735223051,0.8778959310071991
monocytic.lineage,256,0.005,1e-4,0.9958810478050079,0.883287421989947
monocytic.lineage,384,0.005,1e-4,0.9958810478050079,0.883287421989947
monocytic.lineage,512,0.005,1e-4,0.9958810478050079,0.883287421989947
monocytic.lineage,768,0.005,1e-4,0.9958810478050079,0.883287421989947
monocytic.lineage,256,0.05,1e-4,0.9913093431501836,0.8700791230107009
monocytic.lineage,384,0.05,1e-4,0.9913093431501836,0.8700791230107009
monocytic.lineage,512,0.05,1e-4,0.9913093431501836,0.8700791230107009
monocytic.lineage,768,0.05,1e-4,0.9913093431501836,0.8700791230107009
monocytic.lineage,256,5e-5,1e-4,0.9902584013747827,0.870595823129619
monocytic.lineage,384,5e-5,1e-4,0.9887995079736667,0.8676479419099213
monocytic.lineage,512,5e-5,1e-4,0.9877334396209777,0.8654273876074333
monocytic.lineage,768,5e-5,1e-4,0.9862977226429431,0.8627192601530025
monocytic.lineage,256,5e-4,1e-4,0.9915506380691993,0.8739564586889309
monocytic.lineage,384,5e-4,1e-4,0.9907059253110561,0.8718988779723882
monocytic.lineage,512,5e-4,1e-4,0.9901160823944402,0.8703147338885441
monocytic.lineage,768,5e-4,1e-4,0.9893969729339387,0.8685363877871443
monocytic.lineage,256,5e-6,1e-4,0.9901935836097464,0.8702889492510363
monocytic.lineage,384,5e-6,1e-4,0.9887559440738763,0.8673963132016368
monocytic.lineage,512,5e-6,1e-4,0.9877920596532273,0.8654811517455124
monocytic.lineage,768,5e-6,1e-4,0.9864578482556264,0.8630513115793096
monocytic.lineage,256,0.005,0.001,0.995540744455713,0.88251982033622145
monocytic.lineage,384,0.005,0.001,0.995540744455713,0.88251982033622145
monocytic.lineage,512,0.005,0.001,0.995540744455713,0.88251982033622145
monocytic.lineage,768,0.005,0.001,0.995540744455713,0.88251982033622145
monocytic.lineage,256,0.05,0.001,0.991091467332036,0.8679857773674624
monocytic.lineage,384,0.05,0.001,0.991091467332036,0.8679857773674624
monocytic.lineage,512,0.05,0.001,0.991091467332036,0.8679857773674624
monocytic.lineage,768,0.05,0.001,0.991091467332036,0.8679857773674624
monocytic.lineage,256,5e-5,0.001,0.9932932266472233,0.877891207715257
monocytic.lineage,384,5e-5,0.001,0.9932932266472233,0.877891207715257
monocytic.lineage,512,5e-5,0.001,0.9932932266472233,0.877891207715257
monocytic.lineage,768,5e-5,0.001,0.9932932266472233,0.877891207715257
monocytic.lineage,256,5e-4,0.001,0.9942100763342612,0.8804882310679918
monocytic.lineage,384,5e-4,0.001,0.9942100763342612,0.8804882310679918
monocytic.lineage,512,5e-4,0.001,0.9942100763342612,0.8804882310679918
monocytic.lineage,768,5e-4,0.001,0.9942100763342612,0.8804882310679918
monocytic.lineage,256,5e-6,0.001,0.9932043496486815,0.8776622081118693
monocytic.lineage,384,5e-6,0.001,0.9932043496486815,0.8776622081118693
monocytic.lineage,512,5e-6,0.001,0.9932043496486815,0.8776622081118693
monocytic.lineage,768,5e-6,0.001,0.9932043496486815,0.8776622081118693
neutrophils,256,0.005,1e-8,0.9940323369950504,0.8642934693224347
neutrophils,384,0.005,1e-8,0.9966178538706003,0.870222319336886
neutrophils,512,0.005,1e-8,0.9976030152635792,0.8723859594341867
neutrophils,768,0.005,1e-8,0.9981243386092725,0.8739759020743111
neutrophils,256,0.05,1e-8,0.9849863822043653,0.8450304832716599
neutrophils,384,0.05,1e-8,0.9872808327510694,0.8493425752941374
neutrophils,512,0.05,1e-8,0.9891335967025514,0.8530563396620151
neutrophils,768,0.05,1e-8,0.9913241382710222,0.8577052017496981
neutrophils,256,5e-5,1e-8,0.9945230945083782,0.8654076552849498
neutrophils,384,5e-5,1e-8,0.9972747469725612,0.8718217849339548
neutrophils,512,5e-5,1e-8,0.9981071550284305,0.8740287774159863
neutrophils,768,5e-5,1e-8,0.9984861681392392,0.8750242231660609
neutrophils,256,5e-4,1e-8,0.9945343826456476,0.8654985819885807
neutrophils,384,5e-4,1e-8,0.997295269945334,0.8718586492984443
neutrophils,512,5e-4,1e-8,0.9980924616857576,0.8738931899326905
neutrophils,768,5e-4,1e-8,0.9984739965042931,0.8749195380827083
neutrophils,256,5e-6,1e-8,0.9945624449171757,0.865532843051809
neutrophils,384,5e-6,1e-8,0.9972737016364305,0.871804425096012
neutrophils,512,5e-6,1e-8,0.9981154814760704,0.8740625394007345
neutrophils,768,5e-6,1e-8,0.99848759370342,0.875025221323021
neutrophils,256,0.005,1e-7,0.9986584933480669,0.8758204421823231
neutrophils,384,0.005,1e-7,0.9987517947890593,0.8766511785453577
neutrophils,512,0.005,1e-7,0.9988163876789161,0.8771149033850143
neutrophils,768,0.005,1e-7,0.9989367707886586,0.8781405905932611
neutrophils,256,0.05,1e-7,0.9939582025042926,0.863973114892642
neutrophils,384,0.05,1e-7,0.994255167333276,0.8648332429315722
neutrophils,512,0.05,1e-7,0.9945710061989762,0.8653908080140946
neutrophils,768,0.05,1e-7,0.9949110705559542,0.8659246466359011
neutrophils,256,5e-5,1e-7,0.9989875508476731,0.877970930887243
neutrophils,384,5e-5,1e-7,0.9991255693499914,0.8795597944387616
neutrophils,512,5e-5,1e-7,0.9991981000586805,0.8803792273486523
neutrophils,768,5e-5,1e-7,0.9992921899441511,0.8815717416553277
neutrophils,256,5e-4,1e-7,0.9989706366045028,0.8778673383811038
neutrophils,384,5e-4,1e-7,0.9991070559531837,0.8792963889101304
neutrophils,512,5e-4,1e-7,0.9991875752577477,0.8802499525336993
neutrophils,768,5e-4,1e-7,0.9992771437895287,0.8815393689971592
neutrophils,256,5e-6,1e-7,0.9989855605054568,0.8779651442745954
neutrophils,384,5e-6,1e-7,0.9991239024866483,0.8795501096185262
neutrophils,512,5e-6,1e-7,0.9991953603452572,0.8803624070550122
neutrophils,768,5e-6,1e-7,0.9992821443473131,0.8814801000554957
neutrophils,256,0.005,1e-6,0.999168015777121,0.8807049637328656
neutrophils,384,0.005,1e-6,0.9992443466142039,0.8817636710524444
neutrophils,512,0.005,1e-6,0.9992699897592662,0.8821624617352578
neutrophils,768,0.005,1e-6,0.9992973514816579,0.8821802262314278
neutrophils,256,0.05,1e-6,0.9957372377567342,0.8676906830478546
neutrophils,384,0.05,1e-6,0.9959679524409407,0.8682086320899434
neutrophils,512,0.05,1e-6,0.9960604761529747,0.8684008582364265
neutrophils,768,0.05,1e-6,0.9960604761529747,0.8684008582364265
neutrophils,256,5e-5,1e-6,0.9993990411540031,0.8836539510287271
neutrophils,384,5e-5,1e-6,0.9993952759372661,0.8840626828153197
neutrophils,512,5e-5,1e-6,0.9993797086535519,0.8841944665112809
neutrophils,768,5e-5,1e-6,0.999393374231458,0.8842136338226381
neutrophils,256,5e-4,1e-6,0.9994247623520716,0.8837788825120424
neutrophils,384,5e-4,1e-6,0.9994225081941136,0.8840715178532783
neutrophils,512,5e-4,1e-6,0.999401542297226,0.8841381380860677
neutrophils,768,5e-4,1e-6,0.9993865779622182,0.8841110799392818
neutrophils,256,5e-6,1e-6,0.9994044958501148,0.8837067319501494
neutrophils,384,5e-6,1e-6,0.9993852348228633,0.883983680040781
neutrophils,512,5e-6,1e-6,0.9993924922787067,0.8842694092149409
neutrophils,768,5e-6,1e-6,0.9993658170090997,0.8840873804557808
neutrophils,256,0.005,1e-5,0.9992885548591804,0.881737476176543
neutrophils,384,0.005,1e-5,0.9992885548591804,0.881737476176543
neutrophils,512,0.005,1e-5,0.9992885548591804,0.881737476176543
neutrophils,768,0.005,1e-5,0.9992885548591804,0.881737476176543
neutrophils,256,0.05,1e-5,0.9960940638574856,0.8681437114217079
neutrophils,384,0.05,1e-5,0.9960940638574856,0.8681437114217079
neutrophils,512,0.05,1e-5,0.9960940638574856,0.8681437114217079
neutrophils,768,0.05,1e-5,0.9960940638574856,0.8681437114217079
neutrophils,256,5e-5,1e-5,0.9989800810227348,0.8831736891561894
neutrophils,384,5e-5,1e-5,0.9987602407441425,0.8826757032533046
neutrophils,512,5e-5,1e-5,0.9986916012788274,0.8823148425349786
neutrophils,768,5e-5,1e-5,0.9983658326801479,0.8814437617467015
neutrophils,256,5e-4,1e-5,0.9992000695087446,0.8838098253778084
neutrophils,384,5e-4,1e-5,0.9990624769516913,0.8834742018442463
neutrophils,512,5e-4,1e-5,0.9989555036980943,0.8830911388778597
neutrophils,768,5e-4,1e-5,0.9987276522106096,0.882798058412574
neutrophils,256,5e-6,1e-5,0.9989929337693926,0.8833372250343707
neutrophils,384,5e-6,1e-5,0.9987765723722634,0.8825671199623644
neutrophils,512,5e-6,1e-5,0.9986661706423137,0.882454962190418
neutrophils,768,5e-6,1e-5,0.9983718272742245,0.8808741513376188
neutrophils,256,0.005,1e-4,0.9992527224991544,0.880876903013563
neutrophils,384,0.005,1e-4,0.9992527224991544,0.880876903013563
neutrophils,512,0.005,1e-4,0.9992527224991544,0.880876903013563
neutrophils,768,0.005,1e-4,0.9992527224991544,0.880876903013563
neutrophils,256,0.05,1e-4,0.9961066930152563,0.8662106995366426
neutrophils,384,0.05,1e-4,0.9961066930152563,0.8662106995366426
neutrophils,512,0.05,1e-4,0.9961066930152563,0.8662106995366426
neutrophils,768,0.05,1e-4,0.9961066930152563,0.8662106995366426
neutrophils,256,5e-5,1e-4,0.9982619924695377,0.8801779638350972
neutrophils,384,5e-5,1e-4,0.9981305497533872,0.8794703245047483
neutrophils,512,5e-5,1e-4,0.9980267599100853,0.8789789345309653
neutrophils,768,5e-5,1e-4,0.9981281554143004,0.8784484410838362
neutrophils,256,5e-4,1e-4,0.9989190648241534,0.8826019205698955
neutrophils,384,5e-4,1e-4,0.998912951083546,0.8825469949598695
neutrophils,512,5e-4,1e-4,0.998912951083546,0.8825469949598695
neutrophils,768,5e-4,1e-4,0.998912951083546,0.8825469949598695
neutrophils,256,5e-6,1e-4,0.9982565181432607,0.8800845147618507
neutrophils,384,5e-6,1e-4,0.9981549257175447,0.8793189823278105
neutrophils,512,5e-6,1e-4,0.9981027420169905,0.8787284241111712
neutrophils,768,5e-6,1e-4,0.9980924038081875,0.8779425238797001
neutrophils,256,0.005,0.001,0.998157588318849,0.8756277304459674
neutrophils,384,0.005,0.001,0.998157588318849,0.8756277304459674
neutrophils,512,0.005,0.001,0.998157588318849,0.8756277304459674
neutrophils,768,0.005,0.001,0.998157588318849,0.8756277304459674
neutrophils,256,0.05,0.001,0.9910488118334059,0.8305038868830913
neutrophils,384,0.05,0.001,0.9910488118334059,0.8305038868830913
neutrophils,512,0.05,0.001,0.9910488118334059,0.8305038868830913
neutrophils,768,0.05,0.001,0.9910488118334059,0.8305038868830913
neutrophils,256,5e-5,0.001,0.998532745278058,0.8823160295324447
neutrophils,384,5e-5,0.001,0.998532745278058,0.8823160295324447
neutrophils,512,5e-5,0.001,0.998532745278058,0.8823160295324447
neutrophils,768,5e-5,0.001,0.998532745278058,0.8823160295324447
neutrophils,256,5e-4,0.001,0.9986684546844131,0.8820293291785397
neutrophils,384,5e-4,0.001,0.9986684546844131,0.8820293291785397
neutrophils,512,5e-4,0.001,0.9986684546844131,0.8820293291785397
neutrophils,768,5e-4,0.001,0.9986684546844131,0.8820293291785397
neutrophils,256,5e-6,0.001,0.9985117334560548,0.8822737562363198
neutrophils,384,5e-6,0.001,0.9985117334560548,0.8822737562363198
neutrophils,512,5e-6,0.001,0.9985117334560548,0.8822737562363198
neutrophils,768,5e-6,0.001,0.9985117334560548,0.8822737562363198
NK.cells,256,0.005,1e-8,0.962238395382054,0.8291720193913781
NK.cells,384,0.005,1e-8,0.977184768290968,0.8513697336176129
NK.cells,512,0.005,1e-8,0.9846896590404369,0.8636939092780624
NK.cells,768,0.005,1e-8,0.9905693970608276,0.8748313589966545
NK.cells,256,0.05,1e-8,0.9500687803953617,0.8084352074402111
NK.cells,384,0.05,1e-8,0.9628189874733709,0.8254782763204721
NK.cells,512,0.05,1e-8,0.9707472453047487,0.8382441997202665
NK.cells,768,0.05,1e-8,0.978910542965154,0.8506398109182697
NK.cells,256,5e-5,1e-8,0.9621792824041272,0.8294753562068858
NK.cells,384,5e-5,1e-8,0.9768516466783937,0.8510003453517776
NK.cells,512,5e-5,1e-8,0.9847911744790986,0.86406126355539
NK.cells,768,5e-5,1e-8,0.9908508178088119,0.8754731488410219
NK.cells,256,5e-4,1e-8,0.9622246030625209,0.8294001385142314
NK.cells,384,5e-4,1e-8,0.9769538805465474,0.8512040765536032
NK.cells,512,5e-4,1e-8,0.984872080021158,0.8641963376745515
NK.cells,768,5e-4,1e-8,0.9907954073088117,0.8753744738103173
NK.cells,256,5e-6,1e-8,0.9623918457203404,0.8297107671120686
NK.cells,384,5e-6,1e-8,0.9768945038333454,0.8510265013804623
NK.cells,512,5e-6,1e-8,0.9848159917561008,0.8640786721040876
NK.cells,768,5e-6,1e-8,0.9908809273242877,0.8755329122092311
NK.cells,256,0.005,1e-7,0.9942977552402704,0.8823445602516844
NK.cells,384,0.005,1e-7,0.9947701385072936,0.8833952283152329
NK.cells,512,0.005,1e-7,0.9949566606192652,0.8840248142285546
NK.cells,768,0.005,1e-7,0.9952096105925122,0.884848665985418
NK.cells,256,0.05,1e-7,0.9891650029550716,0.8682875127940172
NK.cells,384,0.05,1e-7,0.9910129477268417,0.8718094901883693
NK.cells,512,0.05,1e-7,0.9919537165267085,0.8738294003049486
NK.cells,768,0.05,1e-7,0.9925672426613615,0.8756887915049576
NK.cells,256,5e-5,1e-7,0.994545151915859,0.8825365062848041
NK.cells,384,5e-5,1e-7,0.994852729395938,0.8834659060923621
NK.cells,512,5e-5,1e-7,0.9950394693024889,0.8840893235699483
NK.cells,768,5e-5,1e-7,0.9950926703945194,0.8848072550429263
NK.cells,256,5e-4,1e-7,0.994564285857361,0.8826710220541789
NK.cells,384,5e-4,1e-7,0.9948448236604355,0.8834475536666446
NK.cells,512,5e-4,1e-7,0.9950231541195896,0.8840898686256922
NK.cells,768,5e-4,1e-7,0.9951450661713984,0.8849135010308539
NK.cells,256,5e-6,1e-7,0.9945567095985411,0.8825516947283985
NK.cells,384,5e-6,1e-7,0.9948537128684546,0.8834467094949436
NK.cells,512,5e-6,1e-7,0.9950564526022309,0.8840927201978156
NK.cells,768,5e-6,1e-7,0.9951021134353445,0.8848434480737238
NK.cells,256,0.005,1e-6,0.9952537466600204,0.8869086044640659
NK.cells,384,0.005,1e-6,0.9951494243330847,0.8875219849395393
NK.cells,512,0.005,1e-6,0.9951490220326253,0.887957444596766
NK.cells,768,0.005,1e-6,0.9948251675743858,0.8879859337299152
NK.cells,256,0.05,1e-6,0.9938564955939388,0.8783221552142444
NK.cells,384,0.05,1e-6,0.9946870392171975,0.8807875021669718
NK.cells,512,0.05,1e-6,0.9947938978953574,0.8812339094682248
NK.cells,768,0.05,1e-6,0.9949449486555721,0.8816339272080571
NK.cells,256,5e-5,1e-6,0.9952278787448157,0.8870205868313465
NK.cells,384,5e-5,1e-6,0.9950787691544138,0.8867016162218195
NK.cells,512,5e-5,1e-6,0.9947910862290631,0.8862765392118116
NK.cells,768,5e-5,1e-6,0.9942366435566515,0.8852983170330493
NK.cells,256,5e-4,1e-6,0.9952297121627097,0.8869506335795354
NK.cells,384,5e-4,1e-6,0.9949835656867013,0.8866511719774264
NK.cells,512,5e-4,1e-6,0.9946972718459848,0.886458288714308
NK.cells,768,5e-4,1e-6,0.9942498372721819,0.8858426349575613
NK.cells,256,5e-6,1e-6,0.9952394670000979,0.8870075653166851
NK.cells,384,5e-6,1e-6,0.9950519881533539,0.8866472435878576
NK.cells,512,5e-6,1e-6,0.9947852251675605,0.8862116177550994
NK.cells,768,5e-6,1e-6,0.9941623697808135,0.8852313682348507
NK.cells,256,0.005,1e-5,0.9945293632566392,0.8861750591381323
NK.cells,384,0.005,1e-5,0.9946706681232425,0.8861356290079779
NK.cells,512,0.005,1e-5,0.9946563779388017,0.886013922048584
NK.cells,768,0.005,1e-5,0.9945252802228189,0.8858406740862877
NK.cells,256,0.05,1e-5,0.994937794556919,0.8810001470243162
NK.cells,384,0.05,1e-5,0.994937794556919,0.8810001470243162
NK.cells,512,0.05,1e-5,0.994937794556919,0.8810001470243162
NK.cells,768,0.05,1e-5,0.994937794556919,0.8810001470243162
NK.cells,256,5e-5,1e-5,0.9925644629377623,0.8829377005474007
NK.cells,384,5e-5,1e-5,0.9919368967830756,0.8819747199884029
NK.cells,512,5e-5,1e-5,0.9915408128929369,0.8813520868593262
NK.cells,768,5e-5,1e-5,0.990563357055078,0.8804865715731627
NK.cells,256,5e-4,1e-5,0.992767516194493,0.8837065349092392
NK.cells,384,5e-4,1e-5,0.9922204537183373,0.8825343526499136
NK.cells,512,5e-4,1e-5,0.9914678251038542,0.8817114248290062
NK.cells,768,5e-4,1e-5,0.9907404196764326,0.8803038183704549
NK.cells,256,5e-6,1e-5,0.9925887042493583,0.882839803218184
NK.cells,384,5e-6,1e-5,0.9919320884562726,0.8819056707314841
NK.cells,512,5e-6,1e-5,0.9915679579686216,0.8812957732951543
NK.cells,768,5e-6,1e-5,0.9903339990282518,0.8804307033594158
NK.cells,256,0.005,1e-4,0.9942747613430742,0.8860379111483356
NK.cells,384,0.005,1e-4,0.9942747613430742,0.8860379111483356
NK.cells,512,0.005,1e-4,0.9942747613430742,0.8860379111483356
NK.cells,768,0.005,1e-4,0.9942747613430742,0.8860379111483356
NK.cells,256,0.05,1e-4,0.9937445576899926,0.8753750786892526
NK.cells,384,0.05,1e-4,0.9937445576899926,0.8753750786892526
NK.cells,512,0.05,1e-4,0.9937445576899926,0.8753750786892526
NK.cells,768,0.05,1e-4,0.9937445576899926,0.8753750786892526
NK.cells,256,5e-5,1e-4,0.9875218154967325,0.8778026506201211
NK.cells,384,5e-5,1e-4,0.9855839933678995,0.8768977583799734
NK.cells,512,5e-5,1e-4,0.9837918336598274,0.8761168862626207
NK.cells,768,5e-5,1e-4,0.9820357466005204,0.8746481870316068
NK.cells,256,5e-4,1e-4,0.9892139677959658,0.8794898640282577
NK.cells,384,5e-4,1e-4,0.9888738061408052,0.8791601917144912
NK.cells,512,5e-4,1e-4,0.9886469024181842,0.8789055908589112
NK.cells,768,5e-4,1e-4,0.9884453283914875,0.8785563031853867
NK.cells,256,5e-6,1e-4,0.9873842349999497,0.8777122511308935
NK.cells,384,5e-6,1e-4,0.98543260673547906,0.8766264070308013
NK.cells,512,5e-6,1e-4,0.9832650483011985,0.8757232828983107
NK.cells,768,5e-6,1e-4,0.9809838640065651,0.8744133610642957
NK.cells,256,0.005,0.001,0.9939368584302231,0.883218876194005
NK.cells,384,0.005,0.001,0.9939368584302231,0.883218876194005
NK.cells,512,0.005,0.001,0.9939368584302231,0.883218876194005
NK.cells,768,0.005,0.001,0.9939368584302231,0.883218876194005
NK.cells,256,0.05,0.001,0.9897322474614416,0.8582346974176466
NK.cells,384,0.05,0.001,0.9897322474614416,0.8582346974176466
NK.cells,512,0.05,0.001,0.9897322474614416,0.8582346974176466
NK.cells,768,0.05,0.001,0.9897322474614416,0.8582346974176466
NK.cells,256,5e-5,0.001,0.9917060715410368,0.8823393356929686
NK.cells,384,5e-5,0.001,0.9917060715410368,0.8823393356929686
NK.cells,512,5e-5,0.001,0.9917060715410368,0.8823393356929686
NK.cells,768,5e-5,0.001,0.9917060715410368,0.8823393356929686
NK.cells,256,5e-4,0.001,0.9926212993857676,0.8829717798254353
NK.cells,384,5e-4,0.001,0.9926212993857676,0.8829717798254353
NK.cells,512,5e-4,0.001,0.9926212993857676,0.8829717798254353
NK.cells,768,5e-4,0.001,0.9926212993857676,0.8829717798254353
NK.cells,256,5e-6,0.001,0.9915151012446985,0.88215300639281935
NK.cells,384,5e-6,0.001,0.9915151012446985,0.88215300639281935
NK.cells,512,5e-6,0.001,0.9915151012446985,0.88215300639281935
NK.cells,768,5e-6,0.001,0.9915151012446985,0.88215300639281935
cancer,256,0.005,1e-8,0.9846976019459746,0.8623315918611619
cancer,384,0.005,1e-8,0.9889646280981639,0.8709079843832396
cancer,512,0.005,1e-8,0.9904223224885508,0.8741866233833306
cancer,768,0.005,1e-8,0.9914083965112599,0.8764866878624262
cancer,256,0.05,1e-8,0.9738254361010975,0.844384888353364
cancer,384,0.05,1e-8,0.9768359298042735,0.8489255393011426
cancer,512,0.05,1e-8,0.9787809889734108,0.8518061697729823
cancer,768,0.05,1e-8,0.9810129706774449,0.8556033221239091
cancer,256,5e-5,1e-8,0.9852429577381872,0.8633146049395797
cancer,384,5e-5,1e-8,0.989429515973891,0.8721728525627427
cancer,512,5e-5,1e-8,0.990862443127296,0.875338294939026
cancer,768,5e-5,1e-8,0.9917914150859225,0.8776164683456386
cancer,256,5e-4,1e-8,0.9852741495683145,0.8634014384096343
cancer,384,5e-4,1e-8,0.9893796245999269,0.8719976100017962
cancer,512,5e-4,1e-8,0.9908741070786834,0.8753597166776427
cancer,768,5e-4,1e-8,0.9918092923776332,0.8776727884096074
cancer,256,5e-6,1e-8,0.985263251380024,0.8633678206952606
cancer,384,5e-6,1e-8,0.9894312730746008,0.8721723430002591
cancer,512,5e-6,1e-8,0.9908411957324671,0.8752626517293005
cancer,768,5e-6,1e-8,0.9917874867420841,0.8775776611396564
cancer,256,0.005,1e-7,0.9928374391893314,0.8791547302070927
cancer,384,0.005,1e-7,0.9932891655264763,0.8794988055693245
cancer,512,0.005,1e-7,0.9936048763384052,0.8797857495904755
cancer,768,0.005,1e-7,0.9939667718212085,0.8801375890758115
cancer,256,0.05,1e-7,0.9843860337463322,0.860717592923209
cancer,384,0.05,1e-7,0.9851564861069289,0.8620293676702746
cancer,512,0.05,1e-7,0.9855552609148677,0.8627144811341455
cancer,768,0.05,1e-7,0.985884849577002,0.8631185239549648
cancer,256,5e-5,1e-7,0.9931137544432334,0.8800138525543183
cancer,384,5e-5,1e-7,0.9935439628521071,0.8808288575181017
cancer,512,5e-5,1e-7,0.9938229699547086,0.8810760757798463
cancer,768,5e-5,1e-7,0.99421010205969,0.8817528082818169
cancer,256,5e-4,1e-7,0.99313172887069,0.8801115745700735
cancer,384,5e-4,1e-7,0.9935643870540186,0.8807218628061002
cancer,512,5e-4,1e-7,0.9938428535114001,0.8810824989490466
cancer,768,5e-4,1e-7,0.994235736603074,0.8817435154712623
cancer,256,5e-6,1e-7,0.9931215768404218,0.8800378355148916
cancer,384,5e-6,1e-7,0.9935414933266404,0.8807439550216689
cancer,512,5e-6,1e-7,0.9938147687039319,0.8810807624137408
cancer,768,5e-6,1e-7,0.9942089752298034,0.8817555773516288
cancer,256,0.005,1e-6,0.9949387483322089,0.8807975663587515
cancer,384,0.005,1e-6,0.9952392983673964,0.8808345699817328
cancer,512,0.005,1e-6,0.9954651086820049,0.8812857741513564
